id, followers_count, following_count, tweet_count
1219395349,2136,1861,183481
1219423968,24,144,197
1219969423,1157,682,12184
1220229901,52,176,120
1220281735,1704,655,110446
1220285576,2910,3143,40149
1220730433,232,168,7249
1222527439,647,540,14752
1222941859,5360,1189,12425
1222950283,3538,2321,4454
1223324653,463,1633,28918
1223562672,3601,1223,8123
1224715105,575,1347,22578
1224880422,326,391,1002
1224890730,398,226,82985
1225067966,6432,2217,27182
1225200673,1480,2667,13467
1225216339,462,582,22460
1225318063,1403,963,15871
1226074332,153,62,49377
1226279216,1412,2070,64557
1226330648,256,208,22531
1226415504,36,199,124
1226467356,34,324,950
1226791602,366,2957,3961
1227645145,2973,3273,197853
1227700424,2851,427,113950
1228036094,1410,1385,23748
1228106976,523,199,16544
1228223545,559,2472,24706
1228441129,157,114,37069
1228796774,385,1321,3926
1228816525,292,113,14461
1229006684,75,133,1808
1229182512,303,1027,19977
1229719544,332,793,10096
1230458546,307,868,17253
1231268840,158,665,7313
1232213466,174,2080,15886
1232215597,531,1262,143911
1234555297,421,425,33715
1234841172,130528,1058,7205
1235894312,462,321,51352
1236056796,145,400,21981
1236255542,462,1075,23412
1236893347,42,54,10671
1238277666,2087,1948,106546
1239478982,269,917,18311
1239609576,199,470,25539
1239686612,104,336,2587
1240321142,236,334,31837
1240419096,133,568,1738
1241233866,8761,9638,112164
1241560483,5618,6179,460175
1241589432,148,415,34704
1242315786,29172,1414,27174
1242325009,544,566,14152
1244240479,1364,1310,43436
1244353664,458,1179,16234
1244438856,752,1418,47588
1244772493,204,369,19553
1244875459,3812,4503,60787
1245057968,2693,390,96182
1245152534,169,977,8243
1246540122,17159,1018,29077
1246548835,374,548,36874
1246638187,32,153,55
1246685106,297,856,17911
1246722470,93,429,2120
1246799144,6084,3392,30242
1246948357,1695,2195,378227
1247282148,1455,1840,55098
1247475529,2052,1196,108397
1247513198,1683,1305,88471
1248064796,460257,2773,7568
1248467324,222,1322,24643
1248551000,73,393,4511
1249556167,317,1473,51653
1249743847,723,1048,17814
1250577332,150028,354,91164
1250764081,233,194,2481
1251899641,9140,9325,81522
1252089882,74,574,5105
1252764865,3978667,115,117196
1252930526,40,309,3603
1253017675,13,46,553
1253134272,950,109,293445
1253156989,198,350,9764
1253214655,472,678,119185
1253281712,386,341,14795
1254217626,39,25,2121
1254625117,723,457,12284
1254798666,1561,423,57569
1255263134,185,1584,8124
1255641638,49,227,4657
1255877100,49,158,3058
1257060344,698,971,2483
1257412824,643,1648,64306
1257808814,126,68,19284
1258101367,81,455,4335
1258154437,462,518,4558
1258285831,617,963,26784
1258415293,853,1495,156871
1258455230,216,437,17023
1258524878,1207,1025,21950
1260205002,927,2957,10250
1260704131,67,194,570
1262322157,177,330,7013
1262432005,632,966,67966
1262684318,35,492,2571
1262691536,1494,648,3678
1262754206,829,819,34073
1262872968,3028,4507,408132
1262952614,623,522,6253
1262977357,316,2971,2064
1263107262,375,388,6423
1263309127,1787,1345,13889
1263857809,23,17,1560
1264588496,2712,2939,349745
1265559967,1744,1978,25984
1265591659,76,332,11507
1265649655,3241,4405,16633
1265685126,385,454,33072
1265746562,298,409,8647
1265759858,3225,3261,13703
1266183780,1072,1240,25066
1267062516,948,2783,42182
1267089793,56,79,4536
1267743564,1409,659,43106
1268131290,276,332,4617
1268377368,249,765,10210
1268698452,111,264,4408
1269504818,56,129,19386
1270355222,133,236,7916
1270427892,318,742,41772
1270478341,2467,1002,52364
1270798994,1454,1372,78247
1270928336,47,194,3326
1270931078,821,2310,70987
1271178169,405,90,260028
1271335022,145,210,7762
1271395668,673,1003,21649
1271687082,1083,1222,12550
1272133746,4136,1855,435942
1272171074,212,674,3638
1272725839,3995,4996,31361
1272841759,40,38,3659
1272845430,9950,200,8655
1273394258,243,804,10499
1273860763,354,492,14337
1273971240,251,632,21234
1274949444,1263,1331,58129
1275221958,408055,12,7773
1275238622,275,425,6129
1275609816,1017,1587,52760
1275828044,37,119,3156
1276233824,297,352,32033
1276245056,207,207,4525
1276310472,938,513,80809
1276447478,725,1301,14844
1276489309,2744,4874,59927
1276688930,107,906,1317
1276690446,209,577,3725
1276793635,6840,1510,22079
1277352805,1299,1806,49584
1277545891,49,107,15278
1277701296,277,269,949
1277806417,629,230,68571
1277999094,6509,6095,195452
1278072320,38,54,5426
1278286027,281,4527,66075
1278433723,7,116,738
1278756036,159,373,29850
1278776678,265,648,9578
1278802122,190,323,9858
1279088815,391,236,12317
1279131314,46,26,8830
1279257788,854,1782,113016
1279375554,151,364,20265
1279408572,1661,2326,16207
1280076583,33,249,256
1280176549,900,1034,38851
1280535385,96,493,3346
1280685938,55,167,520
1280769943,123,346,2538
1281097052,239,863,6167
1281351626,53,66,9656
1281596280,35599,22097,136789
1281737630,99,494,6063
1281818791,2194,2092,45809
1281985034,2762,1117,15442
1282027555,210,175,12142
1282066896,3248,3408,41541
1283065598,628,391,28437
1283803472,16,139,778
1283814722,1175,431,29762
1284060469,2098,1732,28930
1284632690,1247,2307,31404
1285085485,324,3703,1735
1285099554,3263,5002,357504
1285739755,314,1047,35185
1287265164,8267,9069,281311
1287294392,3549,5001,46770
1287310855,691,672,87093
1287505123,1334,2854,5721
1287562291,3224,4706,44437
1288780424,3637,3497,25268
1289247314,137,283,6257
1289288647,521,830,65893
1289713003,3131,3679,143896
1289789774,24298,23889,380780
1289995770,2439,1968,73218
1290133002,4065,3754,341372
1291572830,2748,3471,115412
1292133404,21645,19185,45755
1292383646,17,17,1
1293592278,293,1112,7876
1294901646,921,838,1395
1295346260,760,464,30084
1295385319,154,428,4186
1295395286,789,268,13725
1295728374,22,61,571
1295737207,191,765,14191
1296023072,505,290,9665
1296317246,575,340,9098
1296496693,3363,4839,8998
1296714206,94,136,2869
1296777337,2254,1558,21058
1296868266,253,201,8570
1296955218,30,73,819
1297181252,862,1614,29164
1299858678,810,1311,110265
1300104272,22412,22219,236677
1300107254,556,521,57621
1300238490,564,621,79969
1301394528,10,271,488
1301490774,2275,2864,66251
1302475208,35,41,6550
1302529537,2884,3201,212801
1304233382,3530,4952,57688
1304682338,62,141,7020
1306160850,181,536,30109
1306493197,3077,3029,21312
1307447966,132,172,25796
1308021355,577,2063,4692
1308025766,327,1657,15349
1308193310,1776,958,5725
1308404377,1467,2430,10528
1308900834,430,115,43045
1309144902,302,266,28881
1309245360,336,240,29994
1309496664,1136,1045,23360
1310820786,35,158,758
1310952187,425,685,12398
1311239790,433,648,17505
1311735576,26105,25174,249535
1312059151,63,88,2305
1312170816,5106,5582,424002
1314012752,56,29,210
1315160300,272,290,43401
1315343028,1752,2138,47936
1315375466,1339,1806,84184
1315388814,138,677,25225
1315408668,272,217,14776
1316815418,1111,2420,90219
1317104160,15,166,2472
1317282607,190,201,4873
1317503420,262,560,27235
1318644049,950,2080,96973
1319239808,1999,1512,93478
1319240923,598,608,6612
1319308759,340,315,7094
1319512986,105,365,4260
1320090271,901,727,28525
1320869515,59,137,4071
1321223652,1280,1261,57074
1321582783,560,716,15608
1321656632,509,933,17738
1322060568,120,646,13072
1322498041,80,302,28799
1322502378,9,81,83
1323034034,4320,4753,6334
1323261175,27,31,402
1323479636,347,618,9101
1323668552,602,934,51347
1324921861,8399,1274,10221
1324982852,2872,2805,296368
1325547384,1642,201,42648
1326764538,444,464,63425
1327140716,101,231,14225
1327249620,9793,1968,40427
1327907112,145,669,5890
1327975339,235,398,3564
1328116940,4,37,17
1328210856,2,60,85
1328247271,300,1046,10449
1329010873,860,270,42957
1329094472,161,449,4994
1329467456,1365,1566,204362
1329881450,5150,5319,36578
1330053318,461,726,82771
1330501202,24128,8358,187759
1330824638,398,531,20860
1331035350,4068,2978,219426
1331816220,48,205,1847
1332105306,423,156,6853
1332108746,1995,1873,7762
1332154837,8442,1284,56612
1332445188,209,691,3312
1332717306,1948,2228,293030
1332802550,17539,278,1488
1332990235,347,362,13218
1334630744,7865,7559,92832
1334698663,39,353,2066
1335030440,291,1009,103599
1335337014,292,1148,7117
1336600350,3229,2284,223780
1336872548,15445,1066,68995
1336920090,1793,1422,17825
1337072641,616,551,21787
1337436595,111,124,9790
1337746453,2060,1569,29459
1337819515,788,267,25071
1337943246,1050,876,36282
1338113564,20,33,2959
1338152966,1035,2800,50427
1339619256,441,532,36800
1340358462,255,895,6909
1340432424,717,587,19258
1340447299,1434,88,41466
1340866165,124,143,2589
1340909058,2101,50,2105
1341209713,197,239,5262
1341691698,1855,1863,251133
1342166179,253,427,20462
1342460791,331,318,55486
1342764144,586,575,32235
1342765027,9064,427,7282
1343056850,1114,1109,12891
1343704308,63,406,589
1344838099,1710,3116,57163
1344874238,284,493,8650
1344951632,4767,3662,33890
1345270418,28996,15274,454078
1345316503,192,158,10373
1345481827,379,139,44620
1345502348,3266,3374,28450
1345804879,9111,8700,361110
1345819416,72,521,1099
1346509117,320,335,17201
1346842158,155,147,3395
1347307898,1935,1933,158501
1347739424,7972,6781,61094
1347781428,264,399,2619
1347810451,612,710,54902
1348098836,4,86,72
1349779302,326,366,23913
1349791081,636,431,81122
1350407702,462,502,88211
1350739339,118,546,1127
1351011384,2614,2552,84366
1352417672,275,233,28164
1352520895,8048,6782,355745
1352600401,13138,2199,27654
1352608057,779,839,60345
1352723940,1338,2438,17543
1353108176,194,226,13395
1353187368,81,78,1853
1353195590,21,266,2796
1353208027,1824,627,24586
1353389700,577,861,31159
1353401226,471,961,5920
1353430718,105,278,9523
1354541761,648,1170,28286
1354788320,1319,1663,17602
1354883413,14302,1319,209823
1355270204,114,140,3777
1355351053,88,345,5449
1355463972,581,560,5407
1355605495,1205,825,55109
1355641399,1175,2311,59420
1355754102,15,275,11212
1356015823,144,363,5751
1356050172,4930,228,913707
1356596120,424,811,22260
1356752274,240,631,13085
1356883795,32,176,1354
1357150098,20765,919,35683
1357301238,850,440,11114
1357570052,89,376,2160
1357962648,3734,3412,18076
1357989451,481,348,5246
1358073031,64,185,1636
1358087394,376,309,8295
1358176932,1344,1709,28881
1358475926,36,128,969
1358669929,13663,8702,162837
1359300678,30,135,8251
1359539922,237,510,15463
1359632582,273,636,1829
1359795775,709,1904,26409
1360207633,534,791,9133
1360258922,105,271,14640
1360541042,233,302,102053
1360556197,422,578,24518
1360558230,1197,970,31171
1360581938,21,191,1140
1360599757,860,772,9698
1360605246,2115,2111,35653
1360644445,8,120,148
1362267396,89,206,10094
1362291325,42,126,10483
1362294835,123,609,2662
1362660564,161,365,12542
1362667860,201,1103,5183
1362976045,1037,1481,9520
1363161691,10,60,4489
1363170746,165,128,3127
1363220695,9085,8859,38164
1363306274,73,147,9287
1363443931,48,66,3238
1363445100,219,366,11776
1363462933,51,154,678
1364128740,117,127,31156
1364358728,1336,3119,27366
1364492772,6274,6030,22335
1364555786,2238,2352,102728
1364927143,1478,685,92081
1365154526,873,1533,27387
1365289999,213,229,8586
1365494126,693,709,26869
1365607806,2915,1986,346571
1365858235,237,489,8374
1366380860,90098,13469,82399
1367909516,204,425,8358
1368166568,729,560,9243
1368248328,1250,4069,55587
1368351590,2851,2856,35213
1368376519,1730,2068,69557
1368478159,5229,2209,62707
1368491564,1941,4309,28023
1368565476,154,478,11074
1369385587,2051,2051,91199
1370040115,3845,4988,36537
1370202878,12,62,606
1370469841,218,751,11360
1371141750,52,297,5184
1371972571,247,157,30932
1372025012,877,675,73794
1372364588,302,1011,1939
1372415382,288,803,24555
1372475450,1403,590,37825
1372493378,6293,5792,435939
1372503200,149,391,7029
1372570177,4638,4749,113102
1372863828,738,1074,59504
1372871772,998,248,41114
1372879538,2235,2597,50533
1373123472,290,855,9212
1373139998,325,708,17726
1373221658,5240,2048,13569
1373293266,2262,4110,312391
1373304745,86,277,6834
1373432629,82,130,4868
1373437430,7161,7647,40266
1373567443,635,652,59287
1373720401,1332,2338,21810
1373816474,552,749,1351
1374453914,511,918,15760
1374745844,9089,55,7325
1375629793,361,275,44123
1375739162,18,143,8512
1375817286,1026,3019,21387
1376973343,456,503,65047
1377604344,7967,500,21306
1377678746,81,201,60905
1377784561,925,1986,6176
1377824545,543,1593,19882
1377831036,875,1278,15660
1377974911,15212,1494,6108
1378280886,574,690,22268
1378456801,171,454,47889
1379370206,398,759,12936
1379471702,194,490,6483
1379579972,1115,198,110904
1379643769,4623,3956,288596
1379712600,220,194,12673
1380417661,132,942,20251
1380429570,1101,428,78903
1380672852,1084,704,155682
1380683024,134,494,873
1380894211,2395,5001,71122
1382580925,470,414,5029
1382683111,64,274,1977
1382839652,5551,5433,64926
1382880036,1831,2151,34105
1382923002,1106,3075,17002
1382978396,841,822,147154
1383088146,2159,1586,51312
1383351774,852,378,131980
1383850728,83,404,931
1384514654,166,290,5648
1384773007,1201,1173,10991
1385121770,16,38,2113
1385604410,895,416,56608
1385960424,3105,3023,100181
1386977004,97,111,1742
1387475166,1563,1439,98875
1387566294,877,388,3397
1387822178,72,249,2077
1388282906,2149,1706,43290
1388337932,4794,798,5893
1388390545,61,220,2211
1388455986,698,2003,35290
1388584746,205,186,22337
1388913648,82,110,2087
1389361388,1367,2318,21888
1389396542,54,75,9976
1389592866,329,192,42445
1390409646,69,100,5062
1390569620,289,401,18174
1390613268,35,245,2464
1390716944,206,156,64142
1390800942,357,326,39585
1390808455,70,478,2773
1390898947,1347,2568,20031
1390972536,624,1838,77492
1391077573,232,273,7016
1392425168,1416,991,44265
1392586837,395,547,8498
1392698887,172,308,6059
1392906666,1216,1228,58774
1394818500,45,539,1700
1395480956,761,396,22476
1395750661,208,272,2774
1395860486,326,173,13231
1395887713,952,1378,4730
1396101728,842,811,80306
1396273261,241,201,27381
1397466264,37,252,302
1397661373,25,343,654
1398297648,3,47,14
1398321836,35,130,1233
1398631778,382,657,17536
1398671124,1169,2048,36123
1398710720,90,108,4199
1399456345,1515,881,246994
1400310733,10101,10656,47401
1401254035,228,233,18287
1401266833,675,1119,8342
1402695380,500,161,35343
1402824930,63,205,9540
1402866740,6,24,516
1403335891,306,2301,10842
1403360377,466,681,19259
1403447233,395,320,120420
1403484426,473,555,21728
1403775439,323,359,14379
1403780834,296,399,40467
1403966060,382,2722,18608
1406291066,1022,1054,6216
1406479178,1318,860,10562
1406693972,377,536,10558
1407877165,1038,685,28345
1407927241,88,188,3698
1408036081,1253,1923,14547
1408255236,60,110,5832
1409278182,1086,878,57892
1410451484,397,498,24858
1413060709,29,156,273
1413113161,2319,982,52363
1413337866,100,30,47592
1413458792,131,117,10554
1414071133,242,450,19304
1414519410,2886,3370,309354
1416018830,219,427,7110
1416132583,187,815,5248
1416236941,460,149,35845
1416471043,189,1054,28171
1417419492,69,297,1057
1418571374,4180,4132,66813
1418920272,84,459,600
1419051289,301,637,17176
1419517886,1159,993,43087
1419969404,469,537,9003
1420785804,255,561,34242
1422184494,551,419,41743
1422233509,1255,2616,26661
1422281696,275,15,10310
1422532680,215,170,1526
1423332120,26,135,1822
1423386864,104,628,75673
1424028751,4333,4263,42031
1424040612,247,201,26210
1424083987,63,111,1208
1424644446,316,660,12328
1425329588,818,193,1122
1425390487,1642,478,2704
1426079450,1129,2661,21673
1426173157,3816,1225,211073
1426566756,156,73,10092
1426581764,80,76,8283
1426923044,890,1072,20675
1428120042,1199,1432,64699
1428254352,341,2635,24244
1429204638,893,1554,160574
1429288034,106,194,3482
1431323221,705,602,21382
1431377611,898,4920,39270
1431382724,811,1439,48831
1431682999,77,453,22111
1431749994,602,492,20326
1434064105,612,1114,54632
1434172718,24,16,6857
1434448350,58,0,1820
1434741452,808,1015,39261
1435208558,126,178,11652
1435850682,135,280,763
1436400222,1109,1151,15371
1436593424,127933,124625,624957
1436691312,158,206,3481
1436758573,232,442,18588
1437089672,107,146,2325
1437299011,619,1082,29956
1438600898,1252,759,71098
1438864490,114,128,45792
1438927981,603,346,97345
1439570718,91,141,5532
1439610822,488,451,26618
1439696653,245,325,23496
1439794748,1213,66,183
1442506568,24,170,912
1442511968,3454,2776,38855
1444895041,567,198,24416
1444900670,559,877,1697
1445240178,269,428,2127
1446744576,466,580,58715
1446907892,522,629,28320
1447085420,1017,1926,51840
1447091550,709,712,150560
1447226461,175,590,2283
1448624552,1584,2542,61033
1449527689,864,209,2425
1450135602,315,284,23110
1450233788,2,33,141
1450292742,784,1177,54595
1450379785,2509,4036,216062
1452114624,1338,1848,50644
1452514010,252,242,58187
1452940201,41,256,2375
1453077186,115,155,10787
1453120962,620,636,2791
1453157473,440,273,44652
1453516032,149,1158,4511
1454555869,97,1028,6240
1454702474,328,1640,8195
1455715195,468,462,39165
1455950420,4525,2800,72915
1456181406,18,323,274
1456975110,472,408,57110
1457734272,584,471,47727
1458222625,148,570,15305
1458246122,1666,2157,73657
1458292172,337,342,19431
1458753680,1144,1848,62537
1458780895,292,343,37780
1460666366,254,457,17758
1460776508,785,1310,42719
1460790872,98,255,10533
1460917074,960,997,16415
1460982980,431,368,2284
1461005028,695,455,11443
1461067009,24,161,2396
1461174158,92,298,3948
1461803786,1686,2464,148373
1462029954,486,1500,50546
1462292316,1878,1653,56385
1462443810,543,813,18320
1462827956,351,848,66375
1463245256,2406,104,8525
1463340823,1175,1599,19417
1463365015,234,362,15235
1463442732,217,201,10488
1463465868,42,186,7753
1463478541,202,1278,9451
1463608308,777,1297,41560
1464913705,1013,751,17660
1465188288,1168,847,17555
1465227776,265,517,25005
1465229048,334,279,52793
1465254331,2832,4187,16541
1465523670,931,727,36084
1465659919,295,2197,12606
1466085078,200,127,15631
1466950778,789,677,15208
1467288229,237,686,24477
1467323834,787,552,5075
1467504637,1884,2183,20387
1468044517,96,559,3020
1468308313,522,651,4031
1468422248,533,517,9621
1468451492,148,93,19446
1468451580,63,240,1524
1468556162,28,120,722
1468638745,841,1506,46291
1468718012,53,69,2705
1468821030,68,471,2085
1469391320,6471,6138,383845
1469605838,374,320,24180
1470011563,412,536,61483
1470181062,1027,1867,66090
1470224875,138,193,12442
1470719400,2343,2331,57535
1471915344,81,269,4747
1472056435,1218,772,6507
1472832092,1467,1486,2925
1472910872,11181,9819,76728
1473209256,801,991,466209
1473219998,7899,311,5204
1473250020,737,631,23695
1473528362,1530,1580,51537
1475504383,100048,173,2998
1475860153,116,1305,18636
1475922182,370,735,53770
1476050516,16,186,169
1477805875,22,39,5621
1477948159,342,507,31113
1477962733,333,775,33370
1478239712,1017,4988,6676
1478254820,15,60,4571
1478423574,38,179,1334
1478713825,52,267,4392
1479456757,38,213,4155
1480037053,9324,10254,57291
1480620848,1115,836,46673
1480787437,374,1406,9547
1482257654,451,765,67202
1482561469,6,189,11950
1482600860,158,589,4289
1482711872,2083,2090,31138
1483004474,304,813,4634
1483213278,106228,742,15546
1483351472,2890,3372,161990
1483459206,179,525,27489
1483553911,717,623,31617
1483691408,61,200,4137
1483708104,373,431,19007
1483801674,49,288,985
1485849061,188,155,1865
1485858877,2235,2162,116323
1488433100,163,601,5992
1488454170,25,168,190
1488527599,950,325,43184
1488701376,618,924,11485
1488769404,742,723,66226
1488852991,1511,1413,46130
1488889914,232,475,6461
1489157580,2870,4177,38720
1489671650,2176,1209,67902
1490275704,48,194,2153
1490391102,1833,1383,2899
1491624324,1429,1063,51063
1491839862,14,26,1242
1493075119,248,197,146988
1493165586,2065,3142,191792
1493541859,10342,985,52554
1494837066,178,1034,1783
1496026584,108,154,2008
1496746326,638,4993,67835
1496951126,725,2240,34345
1497177410,18635,11052,75811
1498952340,2472,3060,312801
1499068771,1102,2799,5483
1499467380,287,273,9481
1499493930,747,405,25781
1499810696,609,777,28234
1499827231,932,739,2406
1500104702,697,1076,9914
1500138330,60,194,1798
1503026138,90,227,8907
1504420603,189,959,5854
1504487322,3309,3578,199401
1505679812,244,385,1993
1505950795,327,651,6182
1507081885,787,1136,55326
1507891363,11,48,756
1508228293,2293,1080,37996
1508472692,695,1898,3219
1508965039,975,1392,143148
1511474780,62,50,2651
1511901734,60,45,2500
1512400076,3636,3552,37830
1512650047,1546,1794,38272
1513780226,1398,854,189014
1513858939,382,753,3839
1514063564,38,758,3400
1514173494,390,1004,57167
1514243935,100,127,11402
1514399060,537,440,3567
1514877728,803,787,49825
1514914736,595,568,19902
1517114274,1861,509,5722
1517204304,88,213,9403
1517396815,33133,677,25706
1517562312,209,205,14054
1517581488,311,229,4394
1518087476,190,224,15943
1518199891,2438,550,70865
1518287790,669,668,21113
1518784350,376,919,78357
1519618068,11726,4952,21092
1520430494,141,134,17985
1520514758,222,976,11765
1520865188,455,370,16316
1520906054,263,1643,11892
1521104383,12,202,866
1522069440,91,124,1601
1522510770,259,177,6084
1523328445,1616,2023,35804
1523474220,474,2211,23322
1524502410,376,956,18928
1525536662,569,372,45101
1525781006,1457,1916,16007
1526163128,631,663,8113
1527212276,1054,1856,92833
1527901298,737,887,12542
1528180526,11,50,103
1528192471,59,695,28705
1528388174,49,281,125
1528597584,861,994,22189
1529066029,877,848,56337
1529232606,419,626,31264
1529349805,1124,1330,66869
1529742379,936,1121,19976
1529773602,551,307,50286
1531341386,240,482,1091
1531415634,76,34,8862
1531461242,740,1193,950
1531997504,532,475,7962
1532118386,442,811,3477
1532232692,677,759,767
1532457806,2931,3404,45617
1532788320,2150,361,43884
1533413006,1895,2996,16485
1534032679,826,1651,6923
1534947590,89,624,5357
1535027581,65855,865,174245
1535200746,1222,434,5900
1535214794,945,459,16659
1535283673,2288,1992,54061
1535403410,270,1284,19646
1535405472,774,234,19513
1535507478,8,75,51
1535790601,220,912,14390
1535977278,437,1000,6230
1536926515,162,162,21344
1537179144,139,430,6293
1537786843,4626,4239,49451
1538710884,1090,2535,21129
1538954198,6204,276,5584
1539237397,152,281,554
1539449000,190,113,954
1539829980,463,489,66923
1539909740,288,275,23461
1539948512,458,470,13162
1539970614,183,268,5996
1540059534,3736,3837,39223
1540687021,15,98,381
1541549119,92,217,5047
1541622548,32080,310,61976
1541636930,8,33,139
1541964242,184,114,20036
1541965712,380,333,22192
1542023767,96,220,49312
1542059119,419,386,53989
1542108283,4174,4782,113450
1542219696,771,2368,14423
1542438174,182,709,4556
1543237052,2409,2257,2527
1543857704,1936,609,907
1544335741,4,57,69
1544427506,50,444,2351
1544487476,1384,1194,29388
1544552780,73,158,24136
1544838278,2731,3148,4044
1545719215,10659,2693,172336
1546230356,161,176,23984
1546364898,585,1521,28948
1546554379,87,135,7218
1546619706,346,1591,9256
1546729436,437,2428,12470
1546777428,153,553,10472
1546803097,5,46,282
1546854060,2061,2167,46103
1546947997,747,1966,10125
1546976005,303,1001,3822
1547027581,1802,1555,37844
1547201461,475,816,111602
1547242735,343,467,65710
1548220854,256,239,28006
1548800924,99,356,5497
1548975559,2836,2523,44793
1549024266,708,752,14311
1549272864,334,323,20066
1549416206,7751,7586,90055
1549418581,49062,33323,224958
1549460851,180,163,31471
1549501116,415,719,29386
1549792512,24155,15345,518411
1551567199,29,128,2781
1551746593,148,658,6887
1551883495,1625,2628,490051
1552001586,69,533,730
1552059115,449,708,169832
1553188718,2672,3907,133965
1553547590,114,399,5234
1553568727,5180,3863,226698
1553700493,77,381,1514
1553866404,851,1518,21882
1554161905,118,97,5102
1554266594,1456,1904,12541
1554339756,1638,3827,35577
1554718158,24,268,106
1556034883,78,414,5809
1556206579,3992,3898,172277
1556505205,106,212,2063
1556620201,1246,695,32666
1556832858,604,409,7547
1557342787,243,455,6980
1557922693,14,48,88
1558504225,18,172,771
1558640634,3235,531,440712
1559149310,4448,5003,25997
1559163650,21498,3573,18440
1559199007,21,187,745
1559351372,186,887,2876
1559375148,4797,953,34708
1559490546,637,592,42670
1559600028,593,590,55766
1560996344,594,629,10758
1561699399,6424,6348,60552
1561706282,16,146,1027
1561887312,150500,324,38462
1561909327,167,498,31271
1562020520,7822,7633,43979
1562105930,59,666,6165
1563294710,36261,2940,57439
1563452016,299,750,9298
1564317512,89,1099,1004
1564360159,361,527,10810
1564778846,56,73,588
1565605044,165,338,9886
1566295406,49,373,115
1566839424,15,34,5669
1567142264,295,819,5009
1567154838,287,375,2309
1567462446,133,842,2695
1567893919,122,268,4271
1568005364,132,53,23807
1568025355,106,252,8699
1568655828,618,873,61389
1568687551,600,493,3227
1568734380,3935,952,51467
1569073584,42,236,492
1569150450,1025,1495,65729
1569336692,720,1171,8174
1569393822,14,105,1009
1569516984,28,277,856
1570468878,11163,11254,318594
1570910438,2862,3401,121411
1571429396,247,240,14144
1571647712,4949,733,28218
1571834425,9479,1238,53876
1572151676,2356,4128,48517
1572884346,167,322,2565
1572900254,765,350,37112
1573520390,27,29,492
1574262672,184,428,1053
1574436361,11,127,268
1575232182,407,310,9569
1575493231,11,120,1676
1575730490,1602,1385,13617
1575796405,923,835,7946
1575945300,596,485,12427
1576190990,301,586,33407
1576432142,32,125,3318
1576543808,178,178,8434
1577996688,577,497,2472
1578334406,195,106,20278
1578591066,1156,347,32780
1578598626,13614,7989,12338
1578730417,1098,1211,12872
1578797610,1181,3004,22689
1578961946,1246338,392,11597
1579097864,379,986,26292
1579348412,9193,7645,50349
1580608093,304,747,29703
1580636046,594,568,31955
1581268628,44,103,10460
1581435829,452,618,2197
1582092990,2065,1488,22687
1584388118,3936,5000,24181
1584756354,1486,1174,12323
1585656986,146,194,2075
1586806934,120,425,7153
1586824812,815,968,30631
1586879610,119,120,3847
1587283063,1259,612,9381
1587355441,110,176,6337
1588506163,408,611,4618
1588602560,1455,816,52867
1588814886,165,933,6918
1589759599,50,526,879
1590069666,150,704,1859
1590124478,7283,5279,17581
1590989581,564,732,19339
1591331426,17,66,7806
1591989038,557,258,48341
1593120906,3268,3308,82348
1594126184,1855,1698,21976
1594136964,483,482,5786
1594179338,8,34,241
1594248601,3433,4939,115214
1594573820,18,95,431
1594661125,41,75,1774
1594668396,1850,4991,4997
1594706600,273,1499,4371
1594734115,368,320,8207
1595494327,108,214,3256
1595862180,723,910,10114
1596140558,1004,809,26719
1596482430,197,347,25418
1596876091,38,215,1951
1596905702,9954,8402,14012
1596923725,72,228,9741
1596947108,486,478,9494
1597245588,71,210,5829
1597256742,2720,4997,118168
1597299600,1463,1475,5634
1597329390,3449,2891,391183
1598236848,36,147,5165
1599250004,303,371,41736
1599363734,531,328,2634
1599424033,119,210,28613
1599425964,56,555,3019
1599593156,3315,118,98547
1599806474,2179,1988,180053
1600753452,511,790,32480
1601455375,2879,1883,16583
1601581568,693,335,17208
1601943577,121,172,5926
1602474302,169,249,1512
1602763579,249,350,5266
1603491133,408,580,2928
1604019738,427,323,22850
1604332603,2425,2490,24556
1604333888,5061,1099,48839
1604432292,140,574,1165
1604869130,48,181,8958
1605043921,137,447,1685
1606225470,56,204,108
1606264484,47,238,1771
1606333242,447,1002,10181
1606408969,83,189,1009
1606684134,445,1383,1839
1606735987,1273,454,120143
1606812439,1813,1862,11737
1606942748,952,1324,14147
1607078634,1760,108,73739
1607282635,454,354,15591
1608345426,3266,3586,166595
1608573751,4958,5107,154763
1608728827,1525,1972,29475
1608824666,12,28,2173
1608854592,423,1708,1566
1609070850,30,57,455
1609200812,544,1691,11414
1610787608,6176,6663,57061
1610897424,762,1310,49370
1610926692,915,1012,29599
1611918060,4065,4044,12058
1613387106,334,544,6514
1613508258,26795,3050,9172
1614303062,3734,4983,71880
1614901866,169,293,16370
1614919800,17,173,119
1615721269,151,778,18658
1616066359,2887,789,68098
1616115618,2152,1138,15670
1616196601,379,1485,23735
1616514942,233,548,1036
1616614184,521,493,47618
1616665248,126,167,732
1616709368,182,555,7161
1617405866,67,437,8756
1617490124,242,211,8784
1617651457,265,174,5334
1617825553,144,209,8507
1618106576,226,192,6766
1618591116,3480,3643,60113
1619159022,542,4379,56511
1619171719,652,794,26123
1620434316,34,216,6385
1620558246,472,4384,2087
1620650588,72,138,16026
1621053180,1821,3124,93865
1621063891,374,525,28258
1621139270,153,607,12747
1622748896,549,481,97544
1623316261,757,527,32201
